Iteration,GA_Fitness,GWO_Fitness,GWO-GA_Fitness
1,45621590.34603002,93154548.97791891,1072057.7733813757
2,0.005835947979574255,0.006518467664410293,0.00035606269460781217
3,0.0004930227785883354,0.003629149309022298,0.0001633681336768155
4,7.187823720179506e-05,0.0006076996401031676,7.995484617824606e-05
5,5.070183929670528e-05,0.0003194569547077722,4.410566740309867e-05
