Iteration,GA_Fitness,GWO_Fitness,GWO-GA_Fitness
1,5.088915357593754,6.785888938023843,2.8905739324933015
2,0.00016666797136120543,8.528608350380112e-30,6.003916182873953e-40
3,1.923860724024907e-05,3.0662309882839112e-58,1.2840778940034443e-67
4,5.928505337770044e-06,1.3815509750967817e-72,1.7954784159579436e-83
5,3.315522707673229e-06,1.753625784413543e-79,2.6416955227652334e-91
