Iteration,GA_Fitness,GWO_Fitness,GWO-GA_Fitness
1,12324712.575486967,5222194.994987049,5138506.920050085
2,66.65501460235804,6.876938168127412,3.413750115677867
3,15.126285240845558,6.502184652085113,1.4841897516466769
4,5.782634494496236,6.335431777714248,1.3873752428853274
5,2.7549283443011836,6.231539744411043,0.7327921649947284
