Iteration,GA_Fitness,GWO_Fitness,GWO-GA_Fitness
1,114551070.9187286,30496242.020368174,2426866.3965949006
2,0.09536920051959273,0.04739075478304039,0.0013822964257207669
3,0.019038516794777846,0.01469262387507549,0.0012425283536527617
4,0.0009370078981274865,0.00712429101248594,0.0010795091608414725
5,0.0002897854749339875,0.002033703995878553,0.00010634064170729516
