Iteration,GA_Fitness,GWO_Fitness,GWO-GA_Fitness
1,4.7518263486578445e+17,4.298168067742143e+17,211923770205415.1
2,49.965140335141385,0.0002557035994127021,1.301825135720354e-06
3,11.436361389105107,1.523045106105231e-10,2.296679126317173e-13
4,5.203536693047308,9.066885162171551e-14,3.334914337149639e-17
5,4.383099226912998,2.2339555813002756e-15,5.939574452842682e-19
