Iteration,GA_Fitness,GWO_Fitness,GWO-GA_Fitness
1,736.4628920093452,751.6215047012163,648.7759011880984
2,275.1408693591411,113.3025797327553,69.82379170637995
3,247.52865228887254,65.43667591958524,35.663647124162196
4,234.73774061275077,47.307670700058566,30.393791492474293
5,232.44704726664702,34.18686638462316,24.69849661750152
