Iteration,GA_Fitness,GWO_Fitness,GWO-GA_Fitness
1,45.51945555939775,47.052909117860544,39.75331888973994
2,0.8973199512800143,3.731597359815465e-09,1.849816634721906e-12
3,0.08539270468247935,6.324877954936237e-20,9.429852333066767e-23
4,0.049838058033178714,1.3503490730793356e-25,4.5969785883223033e-29
5,0.03637098713239115,1.230096495824973e-28,2.557095240739909e-32
