Iteration,GA_Fitness,GWO_Fitness,GWO-GA_Fitness
1,204495952.42482656,155874960.01858184,136100531.14580953
2,41939.090249161956,27.70180089654245,25.442309902527562
3,3508.7391621298902,27.087646548852117,24.915564308558896
4,2856.4952042093987,27.08028493723836,24.345805303856316
5,2627.809013261538,27.06871540788335,24.067653204079253
