Iteration,GA_Fitness,GWO_Fitness,GWO-GA_Fitness
1,18.157636261225633,32.074159063778644,15.008048766184848
2,0.061247554977077075,2.8603997939659016e-13,5.7309682217060764e-18
3,0.012359067974617855,2.242329308049036e-26,8.198855810482931e-32
4,0.007068376287329573,8.445383623347871e-34,2.602803185868687e-40
5,0.0034610395965506166,1.054775756538464e-37,9.613390787389662e-45
